"id_rel";"id_keyphrase";"id_class"
1403;6179;34
1404;302;35
1405;4698;35
1406;5170;35
1407;6110;35
1408;6414;35
1409;1321;36
1410;26;37
1411;85;37
1412;460;37
1413;674;37
1414;745;37
1415;830;37
1416;849;37
1417;853;37
1418;863;37
1419;870;37
1420;1093;37
1421;1120;37
1422;1122;37
1423;1123;37
1424;1175;37
1425;1232;37
1426;1330;37
1427;1335;37
1428;1417;37
1429;1419;37
1430;1492;37
1431;1494;37
1432;1497;37
1433;1498;37
1434;1499;37
1435;1500;37
1436;1502;37
1437;1503;37
1438;1591;37
1439;1749;37
1440;1834;37
1441;1859;37
1442;1896;37
1443;1919;37
1444;2002;37
1445;2034;37
1446;2035;37
1447;2162;37
1448;2277;37
1449;2284;37
1450;2366;37
1451;2407;37
1452;2410;37
1453;2421;37
1454;2438;37
1455;2440;37
1456;2620;37
1457;2680;37
1458;2728;37
1459;2744;37
1460;2775;37
1461;2776;37
1462;2823;37
1463;3034;37
1464;3190;37
1465;3230;37
1466;3313;37
1467;3376;37
1468;3607;37
1469;3615;37
1470;3753;37
1471;3860;37
1472;4002;37
1473;4015;37
1474;4016;37
1475;4017;37
1476;4018;37
1477;4019;37
1478;4020;37
1479;4021;37
1480;4036;37
1481;4073;37
1482;4431;37
1483;4465;37
1484;4484;37
1485;4594;37
1486;4674;37
1487;4717;37
1488;4756;37
1489;4931;37
1490;4936;37
1491;4940;37
1492;5030;37
1493;5052;37
1494;5153;37
1495;5400;37
1496;5404;37
1497;5455;37
1498;5503;37
1499;5536;37
1500;5676;37
1501;5677;37
1502;5679;37
1503;5821;37
1504;6145;37
1505;6148;37
1506;6150;37
1507;6185;37
1508;6269;37
1509;6280;37
1510;6313;37
1511;6385;37
1512;6462;37
1513;6483;37
1514;6506;37
1515;6551;37
1516;6572;37
1517;6688;37
1518;6697;37
1519;6710;37
1520;939;38
1521;1112;38
1522;1129;38
1523;1292;38
1524;1658;38
1525;2104;38
1526;2603;38
1527;3539;38
1528;3561;38
1529;3843;38
1530;4212;38
1531;4709;38
1532;4710;38
1533;4726;38
1534;5131;38
1535;5145;38
1536;6552;38
1537;173;39
1538;675;39
1539;1133;39
1540;1180;39
1541;1358;39
1542;3660;39
1543;5245;39
1544;5375;39
1545;5573;39
1546;6135;39
1547;6417;39
1548;6469;39
1549;6490;39
1550;6628;39
1551;6631;39
1552;153;40
1553;666;40
1554;817;40
1555;2109;40
1556;2112;40
1557;2223;40
1558;2279;40
1559;2290;40
1560;2541;40
1561;3219;40
1562;3397;40
1563;3492;40
1564;3549;40
1565;3551;40
1566;3682;40
1567;3840;40
1568;3911;40
1569;3918;40
1570;4274;40
1571;4720;40
1572;4820;40
1573;4845;40
1574;4855;40
1575;4964;40
1576;5044;40
1577;5341;40
1578;5583;40
1579;5594;40
1580;5600;40
1581;5800;40
1582;5942;40
1583;6342;40
1584;155;41
1585;230;41
1586;299;41
1587;335;41
1588;336;41
1589;345;41
1590;544;41
1591;585;41
1592;674;41
1593;818;41
1594;853;41
1595;868;41
1596;875;41
1597;1072;41
1598;1232;41
1599;1529;41
1600;1637;41
1601;1672;41
1602;1798;41
1603;1928;41
1604;1997;41
1605;2136;41
1606;2264;41
1607;2307;41
1608;2394;41
1609;2424;41
1610;2721;41
1611;2722;41
1612;3198;41
1613;3276;41
1614;3343;41
1615;3445;41
1616;3446;41
1617;3496;41
1618;3574;41
1619;3680;41
1620;4034;41
1621;4036;41
1622;4057;41
1623;4087;41
1624;4112;41
1625;4137;41
1626;4138;41
1627;4142;41
1628;4207;41
1629;4368;41
1630;4502;41
1631;4536;41
1632;4577;41
1633;4602;41
1634;4604;41
1635;4900;41
1636;4963;41
1637;4996;41
1638;5025;41
1639;5062;41
1640;5146;41
1641;5456;41
1642;5636;41
1643;5723;41
1644;6043;41
1645;6186;41
1646;6192;41
1647;6318;41
1648;6496;41
1649;6514;41
1650;6567;41
1651;6617;41
1652;6654;41
1653;6706;41
1654;6550;42
1655;416;45
1656;587;45
1657;761;45
1658;785;45
1659;911;45
1660;1058;45
1661;1165;45
1662;1680;45
1663;2048;45
1664;2245;45
1665;2344;45
1666;2905;45
1667;2988;45
1668;3102;45
1669;3168;45
1670;3409;45
1671;3605;45
1672;3718;45
1673;3844;45
1674;3885;45
1675;4242;45
1676;4251;45
1677;4289;45
1678;4297;45
1679;4644;45
1680;4843;45
1681;4947;45
1682;4982;45
1683;5290;45
1684;5484;45
1685;5539;45
1686;5875;45
1687;5876;45
1688;5879;45
1689;5881;45
1690;5882;45
1691;5890;45
1692;6139;45
1693;6158;45
1694;6209;45
1695;6519;45
1696;6554;45
1697;6566;45
1698;6614;45
1699;6646;45
1700;175;46
1701;501;46
1702;969;46
1703;975;46
1704;976;46
1705;1074;46
1706;1166;46
1707;1168;46
1708;1169;46
1709;1478;46
1710;1531;46
1711;1642;46
1712;1647;46
1713;1708;46
1714;1790;46
1715;2032;46
1716;2059;46
1717;2063;46
1718;2133;46
1719;2135;46
1720;2169;46
1721;2183;46
1722;2260;46
1723;2347;46
1724;2350;46
1725;2355;46
1726;2423;46
1727;2442;46
1728;2484;46
1729;2486;46
1730;2611;46
1731;2628;46
1732;2630;46
1733;2656;46
1734;2694;46
1735;2736;46
1736;2756;46
1737;2761;46
1738;2821;46
1739;2984;46
1740;3194;46
1741;3312;46
1742;3469;46
1743;3529;46
1744;3597;46
1745;3690;46
1746;3783;46
1747;3889;46
1748;3976;46
1749;4190;46
1750;4196;46
1751;4231;46
1752;4265;46
1753;4317;46
1754;4384;46
1755;4394;46
1756;4401;46
1757;4411;46
1758;4412;46
1759;4425;46
1760;4426;46
1761;4457;46
1762;4458;46
1763;4668;46
1764;4714;46
1765;4723;46
1766;4790;46
1767;4879;46
1768;4882;46
1769;4892;46
1770;4897;46
1771;4946;46
1772;4972;46
1773;5001;46
1774;5194;46
1775;5268;46
1776;5278;46
1777;5389;46
1778;5458;46
1779;5459;46
1780;5465;46
1781;5545;46
1782;5596;46
1783;5603;46
1784;5612;46
1785;5615;46
1786;5665;46
1787;5738;46
1788;5739;46
1789;5864;46
1790;6086;46
1791;6087;46
1792;6112;46
1793;6189;46
1794;6198;46
1795;6226;46
1796;6282;46
1797;6308;46
1798;6337;46
1799;6370;46
1800;6442;46
1801;6457;46
1802;6476;46
1803;6645;46
1804;6703;46
1805;6721;254
1806;6728;254
1807;6729;254
1808;6726;254
1809;6733;254
1810;6730;254
1811;6734;254
1812;6735;254
1813;154;254
1814;6739;254
1815;6741;254
1816;6742;254
1817;6745;254
1818;424;254
1819;579;254
1820;682;254
1821;6750;254
1822;6754;254
1823;6757;254
1824;6760;254
1825;6763;254
1826;6767;254
1827;6764;254
1828;6768;254
1829;6769;254
1830;6774;254
1831;6775;254
1832;967;254
1833;7037;254
1834;6778;254
1835;6779;254
1836;1170;254
1837;6780;254
1838;6782;254
1839;1346;254
1840;6788;254
1841;6791;254
1842;6792;254
1843;6793;254
1844;6794;254
1845;6796;254
1846;6797;254
1847;6798;254
1848;6799;254
1849;6800;254
1850;6802;254
1851;6806;254
1852;6810;254
1853;6814;254
1854;6815;254
1855;6817;254
1856;6819;254
1857;6820;254
1858;2181;254
1859;2337;254
1860;6826;254
1861;2392;254
1862;6828;254
1863;2612;254
1864;6832;254
1865;6836;254
1866;6838;254
1867;6844;254
1868;6847;254
1869;6849;254
1870;6850;254
1871;6851;254
1872;6852;254
1873;6853;254
1874;6854;254
1875;6860;254
1876;6865;254
1877;6867;254
1878;6873;254
1879;3275;254
1880;3419;254
1881;6882;254
1882;6883;254
1883;6884;254
1884;3659;254
1885;6886;254
1886;6888;254
1887;6893;254
1888;6898;254
1889;6899;254
1890;6900;254
1891;6901;254
1892;6905;254
1893;6906;254
1894;6892;254
1895;6907;254
1896;6908;254
1897;6909;254
1898;6910;254
